ms,split,text,Topic,Count,t1,t2,t3,t4
025,3,علي ان اسلويه فاءق يدل علي جوهر فكره وقدرته علي استنياط المحاسن الفظية من خدرها مع ثميزه بانه علمي موجز تغلب عليه الصبغة الفلسفية فاذا ما تصفحنا كتاب اغاءة الامة يكشف الفمة لاحظنا الاسلوب الادبي المستخدم فيه المحسن اللفظي الجميل السجع الذي يحسن العبارة ويجعلها تعطي تفما موسيقيا تطرب له الاذان وتسعد به النفس فيقول اتعم علي قوم فاوقفهم علي,0,50256,من,الله,الي,عليه
025,4,ما خفي من بديع صنعته وفقهم لاتباع ما درس من شريعته واتاهم بيانا وحكما والهمهم معارف وعلما وايدهم في اقوالهم وسددهم في افعالهم انظر المخطوطة ص كما يظهر في نسقه التعبيري مدي تاثره بالقران الكريم واستخدام الاقتباس باللفظ في اسلوبه وحديثه ليحن من كلامه ويزين عباراته فيقول ثم قصر النيل فتزعت الاسعار نزوعا بدد شملهم وفرق الفهم وشتت كلمتهم واوقع,0,50256,من,الله,الي,عليه
026,0,الله العدواة والبغضاء بينهم فقتل بعضهم بعضا حتي اباد خضراءهم وعفي اثارهم فتلك بيوتهم خاوية بما ظلموا اقتباس من سورة النمل من الاية الثانية والخمسين ويقولالامام المقريزي قلما ارتفع السعر عما باع به ندم علي بيعه الاول حيث لم ينفعه الدم فلما صار اليه ثمن الغلال انفق معظمه في عمارة دار وزخرفتها وبالغ في تحصينها واجادتها حتي اذا فرغت وظن,0,50256,من,الله,الي,عليه
026,1,انه قادر عليها اتاها امر ربها فاحترقت باجمعها واصبحت لا يتتفع بها بشء وهنا اقتباس من سورة يونس من الاية الرابعة والعشرين ويقول الامام المقريزي وسنتلوا عليك من تيا ذلك ما يوضح لك صحة ما اشرت اليه فاقول مسستعيتا بالله ربي فانه مولاي وحسبي اعلم زادك الله علما واتاك بياتا و فهما فقد ظهر الاقتباس في اول الفقرة من سورة,0,50256,من,الله,الي,عليه
026,3,تخفي علي كثير من القراء في كثير من المواضع فعلي سبيل المثال يقول وكان اهل مكة يتعاملون باوزان اصطلحوا عليها فيما بينهم وهي الرطل الذي هو اثتتا عشرة اوقية والاوقية هي اربعون درهما فيكون الرطل ثمانين واربعماءة درهم والرطل الان بمصر اثتتا عشرة اوقية والاوقية اثنتا عشر درهما فيكون الرطل ماءة واربعة واربعين درهما اما رطل دمشق فهو اثنتا عشرة,0,50256,من,الله,الي,عليه
027,3,من اهل الاقليم بالجوع والبرد ما ينيف عن نصف الناس وعم الموتان حتي نفقت الدواب في سنة ست وسنة سبع وعز وجودها وبلفت اثمانها الي حد تستحي من ذكره ونحن الان في اواءل سنة ثمان وثمانماءة لقد ورد في العبارة السابقة علي لسان المقريزي كلمة الان مما يعني ان الامام المقريزي شاهد الاحداث وعاشها وشارك فيها وعاناها وهذه دلالة واضحة,0,50256,من,الله,الي,عليه
027,4,ان المشاركة والمشاهدة والمعايثة مصدر من محادر هذا الكتاي اتظر المخطوطة ص اتظر المخطوطة ص يقول الامام المقريزي الاسعار اذا نسبت الي الدرهم او الدينار لا يكاد يوجد فيها تفاوت عما كنا تعهد قيل هذه المحن البتة الا اشياء معدودة سبب غلاءها احد امرين الاول فساد نظر من اسند اليه النظر في ذلك وجهله بسياسة الامور وهو الاكثر في الغالب,0,50256,من,الله,الي,عليه
028,3,الامم الماضية والخالية انظر المخطوطة ص ه البحور ووقاءع الدهرر واخبار الديار المصرية واخبار مدينة السوس انظر المخطوطة ص انظر المخطوطة ص فعلي سبيل المثال يقول ثم وقع غلاء وجدب هلكت فيه الزروع والاشجار وفقدت فيه الحبوب والغمار وعم الموت الحيوانات كلها وذلك عند مبعث موسي عليه الصلاة والسلام الي فرعون وخبر هذا الغلاء مشهور في كتب الاسراءيليين وغيرهم وكفي اشارة,0,50256,من,الله,الي,عليه
028,4,اليه ودلالة عليه قوله سيحانه وتعالي ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون وقوله تعالي ولقد اخذنا ال فرعون بالسنين ونقص من الثمرات لعلهم يذكرون تلك اشارة واضحة الي استفادة الامام المقريزي من القران الكريم وما ورد فيه من اخبار عن الغلاء الذي وقع زمن سيدتا يوسف عليه السلام كما اعتمد الامام المقريزي علي كتاب,0,50256,من,الله,الي,عليه
029,1,الله بن احمد المسبحي عفا الله عنه في تاريخه الكبير وفي شهر ربيه الاول من سنة سبع وتسعين وثلثماءة تزايد امر الدراهم القطع او المزايدة فبيعت اريعة وثلاثون درهما بدينار وتزع الشعر اضطرت امور الناس واعتمد الامام المقريزي علي كتاب جنا التحل وحيا المحل لحافظ المغرب محمد بن سعيد المغريي حيث قال وكتبت من خط حافظ المغرب محمد بن سعيد,0,50256,من,الله,الي,عليه
029,2,ما نصه فاخرج لي احد هءلاء التجار يعني تجارا راهم ببغداد لما رحل اليها ورقة فيها خطرط بقلم الخطا وذكر انها من ورق التوت فيها لين ونعمة وان هذه الورقة اذا احتاج انسان في خان بالق من بلاد الصين لخمسة دراهم فعها فيها وان ملكها يختم لهم هذه الاوراق وينتفع بما ياخذ بدلا عنها سورة الاعراف الاية سورة الاعراف الاية,0,50256,من,الله,الي,عليه
